"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"1" 2.80378800463714 0.696270114702528 1.29757036932405 -3.29642341408043 -2.45550749973815 -2.5646046576789 2.00171006463327 -3.49004001529963 0.0502891557023954 -3.46739071779516 -2.79099260675504 0.531750277029382 -0.384543509915882 -0.732652009867098 -0.716332901636865 5.85256400953727 -0.875064775355066 3.68255761438509 -4.82311709627482 -0.0387222322352603 -1.61166098730207 1.03994929692305 -1.02397137293833 -2.74001616430714 0.150418243989911 1.27677569385516 8.34536297349955 -1.51345591242962 3.19341637162649 -3.08245492919174 3.8584822363654 -4.84414539515939 -2.0854338761479 1.71839780013846 0.907595429659315 3.254535394992 -1.61866464360107 3.61059999835319 0.811586558058651 1.70972392168457 -1.03884295397826 -0.467334708362601 1.02814396070055 3.1739528038497 0.936945847082573 2.50482975474287 -2.01970174526236 3.46497326521756 -1.00782449782496 2.02022668028839
"2" -0.466233239032472 1.1783790252236 2.64467817923718 5.6040089594606 -1.52431236234262 6.12598557293264 6.54320585704945 6.36891098802231 -3.89887701172251 5.23862522880671 0.468558359170943 2.36578939830812 5.90070767137542 -3.68610273298853 1.20542464293774 0.0852646479358642 0.404314285523093 -2.41409215752397 2.65695316286752 -1.77615532124177 1.4869413062565 -1.30328980477136 -2.85515069395716 -1.10811445045273 -0.936467103074339 -2.11934484096728 5.09940281357259 6.30527037365113 -5.50873096518319 0.59186233836688 1.74364997669839 1.83228314236593 -0.447704943901962 -3.13688292894182 -5.7373355197696 0.0387598166828543 -2.74684785204342 -6.50678950624785 3.36452622605666 -3.91377333126936 0.317854378179117 -1.42865142580887 2.05424089861102 -0.345698375143527 1.93180713394893 4.78012628325268 -4.90562405413654 2.57480509576229 -4.76417690808495 2.94564200372416
"3" 0.0740684673445207 0.903991195573839 2.1637180075598 5.17418376694244 -2.13166412838668 6.36232739703456 5.67750441310221 5.96357309779413 -4.02969503405039 5.56486273559834 0.247466477928219 2.26172214281128 5.49185854950757 -3.46126273447058 -0.110951321132093 -0.159769924949292 0.216244094490459 -2.55152862284336 3.11826868788286 -1.67821098079321 1.11216070526101 -2.31361433692137 -3.03604740693263 -1.26185140697162 -1.21208137970018 -2.19014456330772 5.03977342233961 5.83067889701077 -5.35166421359522 -0.143880127666617 2.59539818678703 1.45065685614644 -0.527333546557421 -3.79242374800773 -5.80878285025793 0.434891126205912 -2.99951276261896 -6.87008011647963 3.16436442480152 -3.96177972938065 0.262973815073006 -2.14130736956421 2.03049056183481 -0.661098034780703 1.72520115387017 5.40063410097363 -4.72036580023173 2.51867748503966 -5.44933575769161 3.23741393244041
"4" 3.43747415303935 1.83163889185252 0.85855642326054 -2.19481968305463 -4.18014503271281 -3.29329617566073 1.99639660239826 -4.19841857084034 1.27287348845536 -1.40324971393975 -2.27669342451259 -1.12010594894842 -1.26476980651279 -1.66268726728141 1.51824178714388 7.01060528100316 -0.0372981245219624 3.79054178702628 -3.94213538412964 1.08734664790063 -3.02008408498131 2.692117650358 -3.49551882897951 -2.79583305610886 -0.546760354883067 3.56919294443276 8.31537272304663 -0.722618381118199 5.73453327217553 -1.98639696885387 3.69641212512655 -5.73900870020089 -2.4967954846671 -0.300941415888072 0.0268567921202321 2.97674966482731 -1.14326098955323 3.36623302893575 -0.674238212044338 2.05460300873493 -0.417959171397459 -0.811402143004276 -1.38808745478107 2.12870551690888 3.19475283436028 3.18616377279646 -3.49866284853942 4.80231335313804 -0.22346030846726 2.94060141520487
"5" -1.26674413951532 6.94082273291177 -5.60353851117737 -4.131370662578 3.0686954442673 0.150335898809277 -2.17701162495303 -3.40688436239792 -0.541212968957378 7.08357327799851 -1.90903397490562 -1.96226114438611 1.7068704841505 -4.88404241526685 -1.55979858750181 -3.9120433475353 0.815777003188774 -0.0517163144398544 -2.58526957177571 -4.01740188467538 0.292938945617504 -5.18430514973064 -0.729233591617304 1.95853824714269 -1.80620522431191 -1.16109607298766 1.11619440578452 -1.32506041400933 -5.08047738167212 -0.449105337621472 -6.64988063183003 2.02862102934181 2.14668644797475 -2.80582922454208 0.225529825383031 -1.18020285301255 -1.15501975077805 -4.61715965536899 -0.172104712401248 0.819828834290531 -0.417489496267397 -3.27508464477439 -6.69227982370915 -5.39708830872961 -2.59119046907655 0.713702980753876 1.36342173789408 2.22660997147363 3.32943671504796 -5.0197149461781
"6" -3.50669052510495 -1.95950602803583 1.20583396232664 2.55136077547643 0.911215890418732 5.65852286113232 5.73621883624832 6.99426871916779 -4.08376808418658 3.87661074770681 -0.05321874049758 2.39124315512935 5.51188965398751 -1.74055305185545 0.984814846326336 0.544578674405186 0.331596689817322 -0.188838171546294 2.30009786124103 -2.60167204582192 1.52622976515646 -1.62578259088644 -3.99378045217466 -1.43010203296669 -2.17583556707513 -1.10440188132477 4.03586945938468 8.68911741566364 -5.80201078452538 -1.20911943091822 0.559967835801253 0.440366900834777 -1.14318589387399 -3.03257100884021 -1.6143559364012 -0.875115275577228 -1.88687379119669 -5.9945592608123 1.71876774137767 -3.6951600590728 0.863325695921222 -5.48811783842573 3.36626656736375 1.38853731041469 1.29137722712093 4.60659293900856 -5.5943231160669 1.15638591448382 -3.84063138307855 2.48690119706001
"7" -0.764871054042134 1.02556606459151 2.20280558202769 4.55744735275083 -2.54673120939345 5.90168764394012 6.23076820146545 6.1872316855627 -4.50768718744423 5.65396974024578 0.474482610224534 2.3827388386372 5.23290834199878 -3.52416423275535 0.73780720412748 -0.47080469724817 0.0209824040375787 -2.50092804738314 3.22845846983467 -1.58405576133621 1.27160007876698 -1.132400639571 -2.47959011411993 -1.36658584059531 -1.49083334128831 -1.71862674620314 4.9613107290445 6.6877430309497 -5.40062810055663 1.2358170982466 1.86033655722609 1.4487431667817 -0.916459077878477 -3.54066068032098 -5.50304593862734 -0.289722553119929 -2.58878441714794 -6.13933756035869 3.64607387602554 -3.84831874150909 0.138421067928781 -2.08466630081667 1.20155991455554 -0.658176415012613 1.80632245481255 5.85726158027713 -3.68013987885161 2.73978467866326 -4.7345294561021 2.71455090347839
"8" 0.69105242876128 4.27721484534979 -2.84092818469695 -2.89684221084917 1.03009929884654 -1.28001126816038 0.748941302801274 -2.42257240249987 -0.902969401856166 7.55196938571752 -2.55046494436068 -3.47992675330767 0.732061710901583 -6.24130964335949 -1.16922620469614 -1.16839913247755 0.091084891089124 0.817051914216946 -4.0884884362539 -5.07950895603671 -1.00786046040048 -3.30716963177813 0.575567466100221 2.11095278800078 0.400513011577536 -1.04232530589049 3.01337806332707 0.0192335814601278 -4.30406446684176 -0.14774014188722 -4.20708284964372 2.17760890288924 2.82235114590127 -4.1320864590201 -0.0741738795604589 -1.63967049469898 -0.181649919910016 0.134889099637125 -1.88444427175873 1.97739147659038 -0.401651295562736 -1.74962997511093 -5.25215902691764 -5.8683445189662 -3.50580279751843 1.21309837780918 1.85998810926366 2.16464413748574 3.75876580929845 -5.99969771355461
"9" -3.70603437942962 -2.03111669399438 0.870564609570584 3.29579005079939 0.25089199820602 5.78256788304591 6.35157818871533 7.25493313554627 -3.66503566410035 4.4581562945009 -0.199754414126091 2.01645787232467 5.27909584515836 -2.21739794238114 0.912479954996182 0.339509527587201 0.454483865397413 -1.23777584906585 2.38171295429712 -2.43041940659793 1.27988521733581 -1.42052010677989 -3.21907984863811 -1.43590646976498 -1.36694941601311 -0.61605382501894 4.10359638241742 8.73189696521596 -5.68401725817028 -0.922975723194487 1.10543865128705 0.591321281391385 -1.17377574033976 -3.30255100262884 -1.60747953370021 -0.767111969307506 -2.70447044072544 -6.53650417592836 1.46257015807508 -4.05665308711863 0.67718748044554 -4.54750767382999 3.62047470281914 1.30612515826583 1.61107160029369 4.63619582139773 -5.95642456106996 1.36181062893616 -4.02841027582003 2.64886477209777
"10" -2.9157627374372 -1.07122845050731 2.22560258178138 6.8180983831007 -1.5360643083121 4.33724173784891 5.39003862864495 3.53517936899069 -3.31369696260216 5.65391870993116 3.23891247446182 2.27121467869747 5.53675147802053 -1.83611458693652 -0.634651177299392 0.864580357877736 0.664090551313717 -3.8847809887066 2.24392715548988 -1.32730346730109 2.88480129513926 -3.01328756884709 -3.44048781428468 -1.63216932652073 0.194717909932315 -1.26403198923542 3.75177701383317 6.88811081407665 -4.71458143315112 -1.57936146551932 0.175242355505824 -0.0975173131974678 -2.7286834173488 -4.63887074436923 -3.12393848783402 -0.997922146786772 -3.03667697979159 -4.34448679854148 1.26692434710766 -3.35650759132083 1.32746711000738 -2.27948626850472 1.5228906729159 0.150058100960709 2.01815788508118 4.37805505217252 -4.44758350481761 1.68300782054154 -3.33039181890028 3.1636945997329
